OrderNumber,QuantityOrdered,ListPrice,PricePerUnit,Sales,OrderDate,Status,QuarterOfYear,Month,Year,ProductLine,Company,CITY,COUNTRY,DEALSIZE
10308,27,84,82.79,2235.33,15/10/04,Shipped,4,OCTOBER,2004,Planes,Mini Classics,White Plains,USA,Small
10318,31,84,100,3116.43,2/11/2004,Shipped,4,NOVEMBER,2004,Planes,Diecast Classics Inc.,Allentown,USA,Medium
10327,45,84,100,4781.7,10/11/2004,Resolved,4,NOVEMBER,2004,Planes,Danish Wholesale Imports,Kobenhavn,Denmark,Medium
10339,27,84,100,2810.7,23/11/04,Shipped,4,NOVEMBER,2004,Planes,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small
10353,27,84,100,3515.67,4/12/2004,Shipped,4,DECEMBER,2004,Planes,Gift Ideas Corp.,Glendale,USA,Medium
10374,42,84,69.27,2909.34,2/2/2005,Shipped,1,FEBRUARY,2005,Planes,"Australian Gift Network, Co",South Brisbane,Australia,Small
10386,21,84,74.77,1570.17,1/3/2005,Resolved,1,MARCH,2005,Planes,Euro Shopping Channel,Madrid,Spain,Small
10398,34,84,76.88,2613.92,30/03/05,Shipped,1,MARCH,2005,Planes,Reims Collectables,Reims,France,Small
10401,42,84,76.03,3193.26,3/4/2005,On Hold,2,APRIL,2005,Planes,Tekni Collectables Inc.,Newark,USA,Medium
10416,15,84,98.84,1482.6,10/5/2005,Shipped,2,MAY,2005,Planes,L'ordine Souveniers,Reggio Emilia,Italy,Small
10107,29,60,70.87,2055.23,24/02/03,Shipped,1,FEBRUARY,2003,Motorcycles,Land of Toys Inc.,NYC,USA,Small
10120,46,60,58.15,2674.9,29/04/03,Shipped,2,APRIL,2003,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,Small
10134,30,60,61.78,1853.4,1/7/2003,Shipped,3,JULY,2003,Motorcycles,Lyon Souveniers,Paris,France,Small
10145,30,60,49.67,1490.1,25/08/03,Shipped,3,AUGUST,2003,Motorcycles,Toys4GrownUps.com,Pasadena,USA,Small
10159,42,60,51.48,2162.16,10/10/2003,Shipped,4,OCTOBER,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,USA,Small
10168,46,60,61.18,2814.28,28/10/03,Shipped,4,OCTOBER,2003,Motorcycles,Technics Stores Inc.,Burlingame,USA,Small
10180,25,60,64.2,1605,11/11/2003,Shipped,4,NOVEMBER,2003,Motorcycles,Daedalus Designs Imports,Lille,France,Small
10188,32,60,65.42,2093.44,18/11/03,Shipped,4,NOVEMBER,2003,Motorcycles,Herkku Gifts,Bergen,Norway,Small
10201,30,60,64.81,1944.3,1/12/2003,Shipped,4,DECEMBER,2003,Motorcycles,Mini Wheels Co.,San Francisco,USA,Small
10210,40,60,49.67,1986.8,12/1/2004,Shipped,1,JANUARY,2004,Motorcycles,Osaka Souveniers Co.,Osaka,Japan,Small
10223,28,60,60.57,1695.96,20/02/04,Shipped,1,FEBRUARY,2004,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,Small
10236,23,60,55.72,1281.56,3/4/2004,Shipped,2,APRIL,2004,Motorcycles,Motor Mint Distributors Inc.,Philadelphia,USA,Small
10251,29,60,61.18,1774.22,18/05/04,Shipped,2,MAY,2004,Motorcycles,Tekni Collectables Inc.,Newark,USA,Small
10263,34,60,58.75,1997.5,28/06/04,Shipped,2,JUNE,2004,Motorcycles,Gift Depot Inc.,Bridgewater,USA,Small
10275,37,60,63.6,2353.2,23/07/04,Shipped,3,JULY,2004,Motorcycles,La Rochelle Gifts,Nantes,France,Small
10285,20,60,49.06,981.2,27/08/04,Shipped,3,AUGUST,2004,Motorcycles,Marta's Replicas Co.,Cambridge,USA,Small
10298,32,60,48.46,1550.72,27/09/04,Shipped,3,SETPEMBER,2004,Motorcycles,Atelier graphique,Nantes,France,Small
10308,34,60,52.09,1771.06,15/10/04,Shipped,4,OCTOBER,2004,Motorcycles,Mini Classics,White Plains,USA,Small
10318,42,60,52.7,2213.4,2/11/2004,Shipped,4,NOVEMBER,2004,Motorcycles,Diecast Classics Inc.,Allentown,USA,Small
10329,38,60,100,5266.04,15/11/04,Shipped,4,NOVEMBER,2004,Motorcycles,Land of Toys Inc.,NYC,USA,Medium
10339,30,60,62.16,1864.8,23/11/04,Shipped,4,NOVEMBER,2004,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small
10362,23,60,49.67,1142.41,5/1/2005,Shipped,1,JANUARY,2005,Motorcycles,Technics Stores Inc.,Burlingame,USA,Small
10374,22,60,53.3,1172.6,2/2/2005,Shipped,1,FEBRUARY,2005,Motorcycles,"Australian Gift Network, Co",South Brisbane,Australia,Small
10389,39,60,100,6981,3/3/2005,Shipped,1,MARCH,2005,Motorcycles,Scandinavian Gift Ideas,Boras,Sweden,Medium
10402,55,60,55.72,3064.6,7/4/2005,Shipped,2,APRIL,2005,Motorcycles,Auto Canal Petit,Paris,France,Medium
10417,36,60,61.18,2202.48,13/05/05,Disputed,2,MAY,2005,Motorcycles,Euro Shopping Channel,Madrid,Spain,Small
10101,26,168,100,3773.38,9/1/2003,Shipped,1,JANUARY,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,Germany,Medium
10110,31,168,100,5074.39,18/03/03,Shipped,1,MARCH,2003,Vintage Cars,"AV Stores, Co.",Manchester,UK,Medium
10125,34,168,100,6483.46,21/05/03,Shipped,2,MAY,2003,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium
10139,41,168,100,7956.46,16/07/03,Shipped,3,JULY,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Large
10149,23,168,100,4230.62,12/9/2003,Shipped,3,SETPEMBER,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,USA,Medium
10162,48,168,100,7209.12,18/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Large
10173,22,168,100,3452.68,5/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Medium
10182,21,168,100,3047.73,12/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10193,22,168,100,3675.32,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Medium
10205,40,168,100,7492.4,3/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Large
10214,50,168,100,9534.5,26/01/04,Shipped,1,JANUARY,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Large
10227,29,168,100,5579.02,2/3/2004,Shipped,1,MARCH,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,France,Medium
10244,43,168,100,5950.34,29/04/04,Shipped,2,APRIL,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10255,24,168,100,3726,4/6/2004,Shipped,2,JUNE,2004,Vintage Cars,Mini Caravy,Strasbourg,France,Medium
10280,22,168,100,4455,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium
10289,43,168,100,8272.34,3/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Herkku Gifts,Bergen,Norway,Large
10304,20,168,100,3577.6,11/10/2004,Shipped,4,OCTOBER,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Medium
10312,25,168,100,3881.25,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10322,36,168,100,5797.44,4/11/2004,Shipped,4,NOVEMBER,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10332,24,168,52.67,1264.08,17/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small
10347,21,168,100,4815.3,29/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium
10356,30,168,100,4462.2,9/12/2004,Shipped,4,DECEMBER,2004,Vintage Cars,Lyon Souveniers,Paris,France,Medium
10367,32,168,94.79,3033.28,12/1/2005,Resolved,1,JANUARY,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,USA,Medium
10380,21,168,47.18,990.78,16/02/05,Shipped,1,FEBRUARY,2005,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Small
10390,26,168,78.11,2030.86,4/3/2005,Shipped,1,MARCH,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10421,35,168,100,5433.75,29/05/05,In Process,2,MAY,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10109,26,132,100,3157.44,10/3/2003,Shipped,1,MARCH,2003,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
10123,46,132,100,5161.2,20/05/03,Shipped,2,MAY,2003,Classic Cars,Atelier graphique,Nantes,France,Medium
10137,37,132,100,4346.76,10/7/2003,Shipped,3,JULY,2003,Classic Cars,Reims Collectables,Reims,France,Medium
10148,27,132,100,3528.36,11/9/2003,Shipped,3,SETPEMBER,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
10161,23,132,100,3187.8,17/10/03,Shipped,4,OCTOBER,2003,Classic Cars,Heintze Collectables,Aaarhus,Denmark,Medium
10172,39,132,100,6023.16,5/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Gift Depot Inc.,Bridgewater,USA,Medium
10181,27,132,100,3884.76,12/11/2003,Shipped,4,NOVEMBER,2003,Classic Cars,Herkku Gifts,Bergen,Norway,Medium
10192,38,132,100,4965.84,20/11/03,Shipped,4,NOVEMBER,2003,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10204,27,132,100,4169.88,2/12/2003,Shipped,4,DECEMBER,2003,Classic Cars,Muscle Machine Inc,NYC,USA,Medium
10212,40,132,100,4910.4,16/01/04,Shipped,1,JANUARY,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10226,24,132,100,3231.36,26/02/04,Shipped,1,FEBRUARY,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,USA,Medium
10241,44,132,100,6853.44,13/04/04,Shipped,2,APRIL,2004,Classic Cars,Mini Caravy,Strasbourg,France,Medium
10253,37,132,100,5177.04,1/6/2004,Cancelled,2,JUNE,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,Medium
10266,20,132,100,2824.8,6/7/2004,Shipped,3,JULY,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Small
10278,39,132,100,4324.32,6/8/2004,Shipped,3,AUGUST,2004,Classic Cars,Signal Gift Stores,Las Vegas,USA,Medium
10287,44,132,100,5052.96,30/08/04,Shipped,3,AUGUST,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium
10301,22,132,100,3223.44,5/10/2003,Shipped,4,OCTOBER,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,Norway,Medium
10311,43,132,100,5278.68,16/10/04,Shipped,4,OCTOBER,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10321,27,132,100,2851.2,4/11/2004,Shipped,4,NOVEMBER,2004,Classic Cars,FunGiftIdeas.com,New Bedford,USA,Small
10331,26,132,64.9,1687.4,17/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,USA,Small
10343,25,132,52.32,1308,24/11/04,Shipped,4,NOVEMBER,2004,Classic Cars,Reims Collectables,Reims,France,Small
10366,49,132,100,6144.6,10/1/2005,Shipped,1,JANUARY,2005,Classic Cars,Royale Belge,Charleroi,Belgium,Medium
10379,29,132,100,5127.2,10/2/2005,Shipped,1,FEBRUARY,2005,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium
10407,41,132,100,6386.16,22/04/05,On Hold,2,APRIL,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,USA,Medium
10419,55,132,100,7695.6,17/05/05,Shipped,2,MAY,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,Large
10103,27,101,83.07,2242.89,29/01/03,Shipped,1,JANUARY,2003,Vintage Cars,Baane Mini Imports,Stavern,Norway,Small
10112,23,101,100,2539.89,24/03/03,Shipped,1,MARCH,2003,Vintage Cars,"Volvo Model Replicas, Co",Lule,Sweden,Small
10126,31,101,90.17,2795.27,28/05/03,Shipped,2,MAY,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
10139,46,101,100,5545.76,16/07/03,Shipped,3,JULY,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Medium
10150,47,101,91.18,4285.46,19/09/03,Shipped,3,SETPEMBER,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
10163,31,101,100,3329.09,20/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Classic Legends Inc.,NYC,USA,Medium
10174,46,101,100,5592.22,6/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Gift Network, Co",South Brisbane,Australia,Medium
10183,37,101,89.15,3298.55,13/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium
10193,28,101,93.21,2609.88,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Small
10206,37,101,90.17,3336.29,5/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Canadian Gift Exchange Network,Vancouver,Canada,Medium
10215,49,101,100,5510.05,29/01/04,Shipped,1,JANUARY,2004,Vintage Cars,West Coast Collectables Co.,Burbank,USA,Medium
10228,24,101,100,2504.4,10/3/2004,Shipped,1,MARCH,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,USA,Small
10244,30,101,100,3525.6,29/04/04,Shipped,2,APRIL,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10257,50,101,88.14,4407,14/06/04,Shipped,2,JUNE,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,Medium
10270,31,101,96.24,2983.44,19/07/04,Shipped,3,JULY,2004,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Small
10280,46,101,100,5126.24,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium
10291,47,101,100,5713.79,8/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,Sweden,Medium
10304,46,101,100,4613.8,11/10/2004,Shipped,4,OCTOBER,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Medium
10312,37,101,100,3711.1,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10322,33,101,100,3524.73,4/11/2004,Shipped,4,NOVEMBER,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Medium
10333,31,101,90.17,2795.27,18/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,Mini Wheels Co.,San Francisco,USA,Small
10347,48,101,100,4814.4,29/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium
10357,41,101,87.13,3572.33,10/12/2004,Shipped,4,DECEMBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10369,42,101,100,4581.36,20/01/05,Shipped,1,JANUARY,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,Medium
10381,41,101,100,4319.76,17/02/05,Shipped,1,FEBRUARY,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Medium
10391,32,101,45.25,1448,9/3/2005,Shipped,1,MARCH,2005,Vintage Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Small
10423,10,101,88.14,881.4,30/05/05,In Process,2,MAY,2005,Vintage Cars,Petit Auto,Bruxelles,Belgium,Small
10103,35,62,57.46,2011.1,29/01/03,Shipped,1,JANUARY,2003,Vintage Cars,Baane Mini Imports,Stavern,Norway,Small
10111,28,62,64.33,1801.24,25/03/03,Shipped,1,MARCH,2003,Vintage Cars,Mini Wheels Co.,San Francisco,USA,Small
10126,46,62,73.7,3390.2,28/05/03,Shipped,2,MAY,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium
10139,20,62,71.2,1424,16/07/03,Shipped,3,JULY,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Small
10150,30,62,49.97,1499.1,19/09/03,Shipped,3,SETPEMBER,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
10163,48,62,69.96,3358.08,20/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Classic Legends Inc.,NYC,USA,Medium
10173,28,62,53.72,1504.16,5/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Small
10183,39,62,68.08,2655.12,13/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,Small
10193,24,62,51.84,1244.16,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Small
10206,28,62,67.46,1888.88,5/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Canadian Gift Exchange Network,Vancouver,Canada,Small
10215,31,62,58.71,1820.01,29/01/04,Shipped,1,JANUARY,2004,Vintage Cars,West Coast Collectables Co.,Burbank,USA,Small
10228,45,62,63.71,2866.95,10/3/2004,Shipped,1,MARCH,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,USA,Small
10244,24,62,58.09,1394.16,29/04/04,Shipped,2,APRIL,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Small
10257,49,62,53.72,2632.28,14/06/04,Shipped,2,JUNE,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,Small
10269,32,62,63.08,2018.56,16/07/04,Shipped,3,JULY,2004,Vintage Cars,Salzburg Collectables,Salzburg,Austria,Small
10280,43,62,68.71,2954.53,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Small
10291,37,62,50.59,1871.83,8/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,Sweden,Small
10304,24,62,64.96,1559.04,11/10/2004,Shipped,4,OCTOBER,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Small
10312,35,62,53.72,1880.2,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
10322,41,62,29.87,1224.67,4/11/2004,Shipped,4,NOVEMBER,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Small
10332,26,62,100,2979.08,17/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small
10347,34,62,64.96,2208.64,29/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Small
10357,49,62,70.58,3458.42,10/12/2004,Shipped,4,DECEMBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10369,28,62,44.21,1237.88,20/01/05,Shipped,1,JANUARY,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,Small
10381,40,62,68.08,2723.2,17/02/05,Shipped,1,FEBRUARY,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Small
10392,37,62,59.96,2218.52,10/3/2005,Shipped,1,MARCH,2005,Vintage Cars,Mini Auto Werke,Graz,Austria,Small
10423,31,62,53.72,1665.32,30/05/05,In Process,2,MAY,2005,Vintage Cars,Petit Auto,Bruxelles,Belgium,Small
10106,41,86,83.44,3421.04,17/02/03,Shipped,1,FEBRUARY,2003,Ships,Rovelli Gifts,Bergamo,Italy,Medium
10119,21,86,89.46,1878.66,28/04/03,Shipped,2,APRIL,2003,Ships,Salzburg Collectables,Salzburg,Austria,Small
10130,40,86,96.34,3853.6,16/06/03,Shipped,2,JUNE,2003,Ships,Auto-Moto Classics Inc.,Brickhaven,USA,Medium
10143,46,86,74.84,3442.64,10/8/2003,Shipped,3,AUGUST,2003,Ships,Mini Creations Ltd.,New Bedford,USA,Medium
10155,44,86,79.14,3482.16,6/10/2003,Shipped,4,OCTOBER,2003,Ships,"Toys of Finland, Co.",Helsinki,Finland,Medium
10167,46,86,73.12,3363.52,23/10/03,Cancelled,4,OCTOBER,2003,Ships,Scandinavian Gift Ideas,Boras,Sweden,Medium
10178,41,86,81.72,3350.52,8/11/2003,Shipped,4,NOVEMBER,2003,Ships,Alpha Cognac,Toulouse,France,Medium
10186,32,86,89.46,2862.72,14/11/03,Shipped,4,NOVEMBER,2003,Ships,"Double Decker Gift Stores, Ltd",London,UK,Small
10197,46,86,87.74,4036.04,26/11/03,Shipped,4,NOVEMBER,2003,Ships,Enaco Distributors,Barcelona,Spain,Medium
10209,28,86,100,2817.92,9/1/2004,Shipped,1,JANUARY,2004,Ships,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Small
10222,49,86,94.62,4636.38,19/02/04,Shipped,1,FEBRUARY,2004,Ships,Collectable Mini Designs Co.,San Diego,USA,Medium
10248,21,86,73.98,1553.58,7/5/2004,Cancelled,2,MAY,2004,Ships,Land of Toys Inc.,NYC,USA,Small
10262,32,86,84.3,2697.6,24/06/04,Cancelled,2,JUNE,2004,Ships,Euro Shopping Channel,Madrid,Spain,Small
10273,34,86,98.06,3334.04,21/07/04,Shipped,3,JULY,2004,Ships,Petit Auto,Bruxelles,Belgium,Medium
10283,21,86,98.06,2059.26,20/08/04,Shipped,3,AUGUST,2004,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small
10296,21,86,96.34,2023.14,15/09/04,Shipped,3,SETPEMBER,2004,Ships,"Bavarian Collectables Imports, Co.",Munich,Germany,Small
10307,31,86,83.44,2586.64,14/10/04,Shipped,4,OCTOBER,2004,Ships,"Classic Gift Ideas, Inc",Philadelphia,USA,Small
10316,21,86,94.62,1987.02,1/11/2004,Shipped,4,NOVEMBER,2004,Ships,giftsbymail.co.uk,Cowes,UK,Small
10327,25,86,45.86,1146.5,10/11/2004,Resolved,4,NOVEMBER,2004,Ships,Danish Wholesale Imports,Kobenhavn,Denmark,Small
10338,28,86,82.58,2312.24,22/11/04,Shipped,4,NOVEMBER,2004,Ships,Royale Belge,Charleroi,Belgium,Small
10350,43,86,64.97,2793.71,2/12/2004,Shipped,4,DECEMBER,2004,Ships,Euro Shopping Channel,Madrid,Spain,Small
10373,22,86,86.74,1908.28,31/01/05,Shipped,1,JANUARY,2005,Ships,"Oulu Toy Supplies, Inc.",Oulu,Finland,Small
10386,37,86,93.01,3441.37,1/3/2005,Resolved,1,MARCH,2005,Ships,Euro Shopping Channel,Madrid,Spain,Medium
10398,28,86,72.26,2023.28,30/03/05,Shipped,1,MARCH,2005,Ships,Reims Collectables,Reims,France,Small
10400,30,86,74.84,2245.2,1/4/2005,Shipped,2,APRIL,2005,Ships,The Sharp Gifts Warehouse,San Jose,USA,Small
10414,44,86,73.98,3255.12,6/5/2005,On Hold,2,MAY,2005,Ships,Gifts4AllAges.com,Boston,USA,Medium
10103,25,104,100,2539.5,29/01/03,Shipped,1,JANUARY,2003,Vintage Cars,Baane Mini Imports,Stavern,Norway,Small
10111,43,104,100,4818.15,25/03/03,Shipped,1,MARCH,2003,Vintage Cars,Mini Wheels Co.,San Francisco,USA,Medium
10126,30,104,97.39,2921.7,28/05/03,Shipped,2,MAY,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
10139,20,104,90.06,1801.2,16/07/03,Shipped,3,JULY,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Small
10150,26,104,100,2804.36,19/09/03,Shipped,3,SETPEMBER,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small
10163,40,104,100,4900.8,20/10/03,Shipped,4,OCTOBER,2003,Vintage Cars,Classic Legends Inc.,NYC,USA,Medium
10173,31,104,89.01,2759.31,5/11/2003,Shipped,4,NOVEMBER,2003,Vintage Cars,Rovelli Gifts,Bergamo,Italy,Small
10183,22,104,100,2488.2,13/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,Small
10193,23,104,100,2769.89,21/11/03,Shipped,4,NOVEMBER,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Australia,Small
10206,30,104,100,3581.4,5/12/2003,Shipped,4,DECEMBER,2003,Vintage Cars,Canadian Gift Exchange Network,Vancouver,Canada,Medium
10215,49,104,100,5285.14,29/01/04,Shipped,1,JANUARY,2004,Vintage Cars,West Coast Collectables Co.,Burbank,USA,Medium
10228,31,104,100,3181.53,10/3/2004,Shipped,1,MARCH,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,USA,Medium
10244,29,104,100,3340.51,29/04/04,Shipped,2,APRIL,2004,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10257,37,104,84.82,3138.34,14/06/04,Shipped,2,JUNE,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,USA,Medium
10270,38,104,100,4775.08,19/07/04,Shipped,3,JULY,2004,Vintage Cars,Souveniers And Things Co.,Chatswood,Australia,Medium
10280,29,104,100,3006.43,17/08/04,Shipped,3,AUGUST,2004,Vintage Cars,Amica Models & Co.,Torino,Italy,Medium
10291,23,104,100,2866.26,8/9/2004,Shipped,3,SETPEMBER,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,Sweden,Small
10304,26,104,85.87,2232.62,11/10/2004,Shipped,4,OCTOBER,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,France,Small
10312,38,104,100,4457.02,21/10/04,Shipped,4,OCTOBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10322,48,104,47.04,2257.92,4/11/2004,Shipped,4,NOVEMBER,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,USA,Small
10332,40,104,39.8,1592,17/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"AV Stores, Co.",Manchester,UK,Small
10347,45,104,100,4948.2,29/11/04,Shipped,4,NOVEMBER,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium
10357,44,104,100,5160.76,10/12/2004,Shipped,4,DECEMBER,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
10369,21,104,94.22,1978.62,20/01/05,Shipped,1,JANUARY,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,USA,Small
10381,35,104,100,4288.2,17/02/05,Shipped,1,FEBRUARY,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,USA,Medium
10392,29,104,86.92,2520.68,10/3/2005,Shipped,1,MARCH,2005,Vintage Cars,Mini Auto Werke,Graz,Austria,Small
10423,21,104,84.82,1781.22,30/05/05,In Process,2,MAY,2005,Vintage Cars,Petit Auto,Bruxelles,Belgium,Small
10105,22,136,100,3065.04,11/2/2003,Shipped,1,FEBRUARY,2003,Vintage Cars,Danish Wholesale Imports,Kobenhavn,Denmark,Medium
10117,26,136,100,3551.34,16/04/03,Shipped,2,APRIL,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
10128,41,136,100,5544.02,6/6/2003,Shipped,2,JUNE,2003,Vintage Cars,Euro Shopping Channel,Madrid,Spain,Medium
10142,47,136,100,6034.33,8/8/2003,Shipped,3,AUGUST,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
